Autoscaler,Run,Minute,CPUCost_USD,MemoryCost_USD,TotalCost_USD
queue-CDT120,1,0,0.0018042,0.000168505859375,0.001972705859375
queue-CDT120,1,1,0.0018042,0.000168505859375,0.001972705859375
queue-CDT120,1,2,0.0018042,0.000168505859375,0.001972705859375
queue-CDT120,1,3,0.0018624,0.000172490234375,0.002034890234375
queue-CDT120,1,4,0.0021146,0.000189755859375,0.002304355859375
queue-CDT120,1,5,0.0022919714285714286,0.00020189871651785714,0.0024938701450892857
queue-CDT120,1,6,0.002425,0.000211005859375,0.002636005859375
queue-CDT120,1,7,0.002670733333333333,0.00022962727864583334,0.0029003606119791664
queue-CDT120,1,8,0.0031234,0.000280234375,0.003403634375
queue-CDT120,1,9,0.0032592,0.00028953125,0.00354873125
queue-CDT120,1,10,0.0034338,0.000301484375,0.003735284375
queue-CDT120,1,11,0.0035668285714285713,0.0003105915178571429,0.003877420089285714
queue-CDT120,1,12,0.0037442,0.000322734375,0.004066934375
queue-CDT120,1,13,0.003788542857142857,0.0003257700892857143,0.004114312946428571
queue-CDT120,1,14,0.0038994,0.000333359375,0.004232759375
queue-CDT120,1,15,0.0038994,0.000333359375,0.004232759375
queue-CDT120,1,16,0.0038994,0.000333359375,0.004232759375
queue-CDT120,1,17,0.0039880857142857145,0.0003432491629464286,0.004331334877232143
queue-CDT120,1,18,0.0045202,0.000402587890625,0.004922787890625
queue-CDT120,1,19,0.005050466666666666,0.0004409928385416667,0.005491459505208333
queue-CDT120,1,20,0.0054513999999999995,0.00046999023437500003,0.005921390234375
queue-CDT120,1,21,0.0054513999999999995,0.00046999023437500003,0.005921390234375
queue-CDT120,1,22,0.0054513999999999995,0.00046999023437500003,0.005921390234375
queue-CDT120,1,23,0.004869399999999999,0.00043014648437500003,0.005299546484375
queue-CDT120,1,24,0.0046754,0.000416865234375,0.005092265234375
queue-CDT120,1,25,0.0046754,0.000416865234375,0.005092265234375
queue-CDT120,1,26,0.004856466666666667,0.00042926106770833336,0.005285727734375
queue-CDT120,1,27,0.0052075142857142855,0.00045329380580357145,0.0056608080915178565
queue-CDT120,1,28,0.005296199999999999,0.00045936523437500003,0.005755565234374999
