Minute,Timestamp,Total Request Count,SelectedLatency_ms,CumulativeSLOViolationRate_percent,Method,DisplayName,Run,File
0,1788208096,227,350.0,4.307692307692312,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
1,1788208156,456,300.0,2.6000000000000023,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
2,1788208216,673,290.0,1.4285714285714346,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
3,1788208276,906,290.0,1.2631578947368438,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
4,1788208336,1183,290.0,1.0000000000000009,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
5,1788208396,1382,290.0,0.9513513513513483,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
6,1788208456,1627,300.0,0.918181818181818,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
7,1788208516,1819,300.0,0.9076923076923094,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
8,1788208576,2055,290.0,0.8826086956521761,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
9,1788208636,2318,290.0,0.894117647058823,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
10,1788208696,2574,300.0,0.894117647058823,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
11,1788208756,2833,290.0,0.8826086956521761,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
12,1788208816,3067,290.0,0.8826086956521761,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
13,1788208876,3419,300.0,0.8826086956521761,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
14,1788208936,3738,290.0,0.8826086956521761,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
15,1788208996,4101,290.0,0.8499999999999952,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
16,1788209056,4348,290.0,0.8627118644067844,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
17,1788209116,4660,290.0,0.8627118644067844,queue-CDT300,Queue-CDT300,1,queue-CDT300-1_stats_history.csv
